sentence	label
Doesn't sound to good	positive
"Feeling like I'm starting from square one এখন থেকে start করছি যে dream পেছনে ছুটছি আর কোনো option নেই मैं उन लोगों और मुठभेड़ों की सराहना करता हूं जो इस सपने की खोज मेरे जीवन में लाए। मेरे दिल में उनका एक खास स्थान है जो कभी नहीं बदलेगा। ইটস অফ বিন ওয়ার্কিং টোয়ার্ড ফর ইয়ার ওয়াজ নট মিন্ট টু বি
 আমি যে লক্ষ্যের জন্য কাজ করছি তা যখন আর grasp মধ্যে নেই,তখন future জন্য আশাবাদ খুঁজে পাওয়া hard হতে পারে। haalaanki is sapane ka ant kadava hai, main jaanata hoon ki yah meree kahaanee ka sirph ek adhyaay hai. abhee to isase bhee achchha aana baakee hai"	negative
According to IMBD 6.2 lol	neutral
"অনেক ঘন্টার পরিশ্রমের পর finally i
 completed this difficult puzzle! ইট ওয়াজ ডেফিনেটলি এ চ্যালেঞ্জ   বাট আই ডিডেন্ট গিভ আপ  এন্ড আই অ্যাম  সো প্রাউড  অফ মাইসেল্ফ  ফর ফিনিশিং  ইট।🤓🤓 इस अनुभव ने मुझे याद दिलाया है कि कड़ी मेहनत और दृढ़ संकल्प से कुछ भी संभव है। This experience reminded me that  
সবচেয়ে কঠিন কাজগুলিও ধৈর্য এবং অধ্যবসায় দিয়ে জয় করা যায়।
 ab agalee pahelee chunautee ka samay hain!"	positive
🎶 সুরকে আলিঙ্গন করা:Discovering the Joy of Learning a New Skill! 🎶 এক নয়া কৌশল সেইখানে সম্ভাবনাওঁ কী দুনিয়া কো আনলক কারণে যাইস হয়.🎸 यह हमें चुनौती देता है, हमें हमारे सुविधा क्षेत्र से बाहर धकेलता है, और रचनात्मकता के द्वार खोलता है जिसे हम कभी नहीं जानते थे। 💃 Dancing to a new rhythm or immersing myself in the sweet melodies of a musical instrument,  আমি নিজেকে শেখার আনন্দে সম্পূর্ণরূপে মগ্ন দেখতে পেলাম। Rōmāñcakē āliṅgana karuna, surakē āliṅgana karuna ēbaṁ āpanāra lukānō pratibhāgulikē ānalaka karāra sāthē sāthē āpanāra ātmākē āra'ō bēṛē uṭhatē dina. 🌟🎶#Learning Journey#NewSkills#EmbraceTheThrill	positive
Get Out was great	positive
"আমার সবচেয়ে পুরানো বন্ধুদের সাথে  
বন্ধুর বিয়ে attend করা was a dream
  for me. ওয়ান উইকেট ইজ গন ইন
 মাই ফ্রেন্ড সারকেল यह देखने का समय है कि आगे कौन शादी करने वाला है। Congratulations to the newlyweds 
and thank you আমাদের  বন্ধুদের 
 এক সাথে  ভালো সময় কাটানোর  
মত সু্যোগ  করে দেওয়ার জন্য। sada suhagan raho  aap to
hum logoke lie ek prerana 
hain"	positive
Yes, although it was quite sad	negative
I think so.	neutral
Yes, I've seen the first one. It was really good. I haven't seen the 2nd one yet. Did you enjoy it?	positive
I honestly haven't seen it. I have been meaning to!	neutral
Hi! How are you today&gt;	neutral
"ই'ম ফিলিংরিয়েলি ডিসকোরআগেড় রাইট নাউ আফটার প্যাপিন্সিং আ এক্স মেজার সেটব্যাক ইন আ পার্সোনাল/প্রফেল প্রজেক্ট ই'ভেন বিন ওয়ার্কিং ও আমার সর্বোত্তম প্রচেষ্টা সত্ত্বেও, জিনিসগুলি plan অনুযায়ী যায়নি, এবং এটি একটি বিশাল dissapoinment ছিল। It's frustrating to put so much সময় এবং শক্তি into something, only to have it ভেঙে ফেলা लेकिन मैं सकारात्मक रहने और इस अनुभव से सीखने की कोशिश कर रहा हूं। ummeed hai, mainne bhavishy mein pragati karane ke lie jo seekha hai usaka upayog kar sakata hoon, lekin abhee ke lie, yah nigalane ke lie ek kathin golee hai."""	negative
never heard of babadook ....sounds cool	negative
Oh of course!	neutral
"সবেমাত্র একটি পেইন্টিং শেষ করেছি 
 and I'm feeling ecstatic ইটস সাচ এ গ্রেট  ফিলিং টু 
ফাইনালি সি অল উইর হার্ড ওয়ার্ক কাম টু লাইফ  ইন ফ্রন্ট অফ উইর আইস। मैंने इस परियोजना में अपना दिल और आत्मा डाल दी है, और अंत में इसे पूरा होते देखना आश्चर्यजनक लगता है। I'm so proud of what I've accomplished
, এবং আমি এটি সবার সাথে share  করার জন্য অপেক্ষা করতে পারছি না। kala hamesha mere lie khud
 ko abhivyakt karne ka ek tareka rahe hai"	positive
No I have not seen the The Call  (2013) for whatever reason it does not interest me sorry.	negative
बस पोस्ट ऑफिस में कतार में इंतज़ार कर रही थी... किसे पता था कि सब्र की ऐसी परीक्षा होगी। jab aap post ophis mein lain mein khade hon, to yah sochana mushkil nahin hai ki aisa karane ka koee behatar tareeka hai ya nahin। The post office is always busy,কিন্তু কোন না কোনভাবে লাইন শামুকের গতিতে চলে। টি ব্যাঙ্ক লাইন ২ টি পারফেক্ট টাইম তো ক্যাচ উপ অং এমাইলস ওর স্ক্রল থ্রু সোশ্যাল মিডিয়া. আপনি যখন পোস্ট অফিসে লাইনে আটকে থাকেন,time seems to stand still.	neutral
ইট'স হার্ড তোগ্রিব টিফিলিং অফ বেট্রায়াল হোয়েন ইউ ডিসকভার এডেন হিডেন ট্রুথ আমাদের সিক্রেট থাৎ স্কেস ইওর সেন্স অফ ট্রাস্ট। এটি এমন সব কিছুর মত যা আপনি ভেবেছিলেন যে আপনি liar ছিলেন এবং আপনি সবকিছুকে questioning করে রেখেছেন Discovering the truth can be মুক্তিদায়ক, but it can also be ধ্বংসাত্মক when it comes at such a high cost. काश लोग शुरू से ही ईमानदार और पारदर्शी होते, तो हमें इस तरह के दर्द से नहीं गुजरना पड़ता ek chhipe hue saty ya rahasy kee khoj aapake jeevan ko hamesha ke lie badal sakatee hai, aur ise halke mein lene kee koee baat nahin hai.	negative
মেন ইউ নুকাসান ইয়া ত্রসদি সে উভর্নে কে লিয়ে সংগ্রাম কর রাহা হুঁ জিসানে মেরি দুনিয়া কো ঝাকাঝোর কর রাখ দিয়া হ্যায়। ব্যথা এবং দুঃখ কখনও কখনও সহ্য করা খুব বেশি, এবং এটা আমার হৃদয় এক breaking into a million pieces I can't believe this has happened, and I keep wondering how I কীভাবে এগিয়ে যাব   यह ऐसा है जैसे मैं इस गहरे, अंधेरे छेद में हूँ और मुझे कोई रास्ता नहीं मिल रहा है। Jībanē mājhē mājhē kēna ēta niṣṭhura hatē haẏa?	negative
I've seen parts but I think the film is good.	positive
এক বার হনহর সুযোগ কো আপনি মুঠি সে ফিসালতে দেখা কিতনা নিরাশাজনক হ্যায়। আমি এত কঠোর পরিশ্রম করেছি এবং আমার লক্ষ্য অর্জনের খুব কাছাকাছি ছিলাম, কিন্তু somehow এটি slipped through my fingers  I'm feeling হতাশ এবং হতাশ right now, but I know that giving up is not an option.   मैं आगे बढ़ता रहूंगा और अपना सर्वश्रेष्ठ प्रयास करता रहूंगा, क्योंकि मेरा मानना है कि सफलता बस कोने के आसपास है। Jībana ut'thāna-patanē pūrṇa, ēbaṁ āmi āmāra pathē yā'i āsē tāra mukhōmukhi hatē prastuta.	negative
আই এম সো গ্রেটফুল ফর দা ইনক্রেডিবল এক্সপেরিয়েন্স অফ টিচিং সামওয়ান আ নিউ স্কিল একটি নতুন ধারণা আয়ত্ত করার সাথে সাথে তাদের মুখের happyness এবং excitement দেখা সত্যিই অমূল্য It is such a previlige to be able to share my জ্ঞান and দক্ষতা with others and I am constantly reminded of the power of education शिक्षण ने मुझे धैर्य, सहानुभूति और संचार के महत्व के बारे में बहुत कुछ सिखाया है। main kisee kee seekhane kee yaatra ka hissa banakar sammaanit mahasoos kar raha hoon aur gyaan ke lie apane junoon ko doosaron ke saath saajha karana jaaree rakhana chaahata hoon.	positive
আশা হ্যায় কি সবী কা দিন ভে আচ্ছা হো! এটা সহজ ছিল না এবং এমন অনেক সময় ছিল যখন আমি হাল ছেলে দেওয়ার মত feel করি কিন্তু আমি perseverance রেখেছিলাম এবং থেলে দিয়েছিলাম Now that I've come out on the other side I feel a সেন্স of accomplishment and a নতুন confidence in my life  मैं इस अनुभव और इसके द्वारा मुझे सिखाए गए सबक के लिए आभारी हूं क्योंकि यह आश्चर्यजनक है कि हम जिन कठिनाइयों का सामना करते हैं उनसे हम कितना कुछ सीख सकते हैं और बढ़ सकते हैं। Sabēmātra āmāra sakālēra ruṭina śēṣa karēchi ēbaṁ ayānḍraẏēḍa dinaṭikē jaẏa karāra jan'ya prastuta bōdha karachē	positive
মাইন্ আপনি পাহাচাঁ কী ভাজাঃ সে লাগাতার হো রাহে ভেদভাব সে বহুত টাং আ গয়া হণ. এটি 2023, এবং তবুও কিছু লোক এখনও তাদের own biases and prejudices বাইরে দেখতে অস্বীকার করে। It's exhausting to constantly have to prove my যোগ্যতা and defend my অস্তিত্ব in spaces that are supposed to be inclusiv मुझे विश्वास नहीं हो रहा है कि इस दिन और उम्र में, लोगों को अभी भी केवल उनकी जाति, लिंग, कामुकता या धर्म के आधार पर आंका जा रहा है। Āmi ghr̥ṇā ēbaṁ dharmāndhatāẏa klānta haẏē paṛēchi, ēbaṁ āmi ēmana anubhūtitē asustha haẏē paṛēchi yē āmi yē yāra kāraṇē āmi ēra antargata na'i.	negative
Is it any good?	positive
I also like thrillers or sci fi.	positive
Yes but it's been a while	neutral
And if you like that one there is a sequel.	positive
मैं अपने बच्चे के पहले शब्द सुनकर बहुत रोमांचित हूँ! यह एक अद्भुत अहसास है। apane bachche ko nae mukaam haasil karate dekhane kee khushee avarnaneey hai. Every new word আমার সন্তান শেখে it is reminder of the power of learning and growth. ওয়াচিং মাই চাইল্ড গ্রো এন্ড লারন ফিল মি উইদ জয় এন্ড ওয়ান্ডার এভরিডে। আমার সন্তানের বেড়ে ওঠা এবং and develop is a constant reminder of the beauty and wonder of life.	positive
Those are both pretty sad movies.	negative
It changes both of their lives	neutral
tq bb The Big Sick bb (2017) is pretty bb funny too cf	negative
I like John Wick (2014)  too	positive
Hi, need a good movie recommendation?	positive
"Thank you বন্ধু the gift was so thoughtful for me that আমি express করতে পারছি না ""आज इस तरह का एक विचारशील और सार्थक उपहार पाकर वास्तव में धन्य महसूस कर रहा हूं।"" টি গিফট ই রেসিভড টুডে ইস আ সিম্বল অফ টি ডিপ লোভে এন্ড কানেকশন ই শেয়ার উইথ ময় ফ্রেন্ডস এন্ড ফ্যামিলি. Such a thoughtful of you আমাকেদেয়ার জন্য  such a সুন্দর gift aaj mujhe dikhae gae pyaar aur vichaarasheelata ke lie avishvasaneey roop se aabhaaree mahasoos kar raha hoon
"	positive
Ghost stars the late Patrick Swayze, Demi Moore and Whoopi Goldberg	neutral
🛒🚶‍♀️ কাজগুলোকে আলিঙ্গন করা: Small Adventures in Everyday Life 🚶‍♂️🛒 আজ, ক্যামন ক চালানে কে লিএ ঝুকে এসে, ইন সাংসারিক কার্যন কী সাদাগী মেইন মাদাদ নাহিন কারাতে হাই, লেকিন খুশী পাতে হাই. . यह आकर्षक है कि कैसे सबसे सामान्य गतिविधियां भी छोटे रोमांच में बदल सकती हैं यदि हम उन्हें खुले दिमाग और जिज्ञासा के छिड़काव से संपर्क करें। The sight of neatly arranged garments তাদের মালিকদের সাথে পুনরায় মিলিত হওয়ার অপেক্ষায়  brought a sense of satisfaction.  Āsuna āmādēra kājagulikē arthapūrṇa muhurtagulitē pariṇata kari, sādhāraṇēra madhyē bidyamāna jādu udayāpana kari. 🌟🛒#EmbraceTheErrands#SmallAdventuresInEverydayLife	neutral
He later found his old village on Google Map and reunited with his mother and family. Very sad!	negative
Hello	neutral
किताबों की दुकान में भटकने के बारे में कुछ बहुत ही शांत है, भले ही आपके मन में कोई किताब न हो। Lā'ibrēritē bikēlaṭā kāṭiẏēchi śudhu sṭyākēra madhya diẏē brā'uja karē. Kichu ākarṣaṇīẏa ba'i pēẏēchi yā āmi kakhana'i khum̐jatē cā'ini I could spend hours just browsing the aisles of a bookstore,and taking পুরানো এবং নতুন বইয়ের গন্ধ  পুস্তকালে জ্ঞান কে ভান্ডার কী তারাঃ হাই, অর মুঝে সাভী সম্ভাবনাওঁ মেইন খ জানা আচ্ছা লাগাতে হয়. বইয়ের দোকানের তাক থেকে হারিয়ে যাওয়ার মতো কিছুই নয়, letting your curiosity guide you to new discoveries.	neutral
একজন দুর্বল ব্যক্তির প্রতি অবিচারের সাক্ষী হওয়া আসলেই অনেক upset এবং sad  কিন্তু help করতে না পারা আরও বেশি কষ্টের কােয়া দিন আগায়া আব হাম সাব কায়ি আন্নায় হতে দেখকার মাদাদ না কারকে উসকা ভিডিও কারতে হে  इस तरह के अनुचित व्यवहार के सामने गुस्सा, निराश और असहाय महसूस करना स्वाभाविक है   However, it's important to channel those emotions into action and advocacy প্রান্তিক ও নিপীড়িতদের জন্য amadr somaj ta ato tai nikristo hoye geche j amra onnay hote dekhle o kew agiye jai na	negative
আই ফাইনালি ফিনিশদ রিডিং ' দা ব্রাদার্স করামাজভ ' বাই ফিওদর দস্তয়েভস্কির অ্যান্ড আই মাস্ট সে ইট ওয়াজ কোয়াইত দা জার্নি এই বইটি challenging, thought provoking এবং একযোগে মানসিক ভাবে ক্লান্তিকর ছিল The characters were so well developed and the terms of morality, religion and পারিবারিক dynamics really স্ট্রাক a chord with me हालाँकि इसे पूरा करने में मुझे थोड़ा समय लगा, लेकिन अंत इसके लायक था और इसने मुझ पर एक अमिट छाप छोड़ी। main is pustak ko un logon ke lie atyadhik anushansa karata hoon jo gahan aur aatmanireekshan padhane kee talaash mein hain.	positive
I have actually seen that. It was really sad.	negative
have a great day goodbye	positive
Bye!	neutral
How do your tastes run?	neutral
baddaboom	negative
I am looking for a comedy please	neutral
How is it going ?	neutral
That's not bad at all.	negative
"প্রিয় কেউকে নিয়ে প্রিয় restaurant  এ
যাওয়া  
 এবং সেখানে প্রিয় খাবার উপভোগ করা can be such a joyous occasion। ইট ইজ দা পারফেক্ট  কম্বিনেশন
 অফ ডেলিশিয়াস ফুড এন্ড ওয়ান্ডারফুল কোম্পানি অফ লাভড ওয়ান यह हंसने, याद दिलाने और नई यादें बनाने का सही मौका है। So, next time you're looking for a 
great experience, আপনার প্রিয়জনদের  জড়ো করুন and head to your favorite restaurant for a meal to remember! yah un logon ke saath vaad
 lene aur sanjone ka wakt hai jinko main sabase jyaada paravaah karata hoon."	positive
Oh yes Ive seen orient	neutral
"ই এম ফিলিং স লোভেদ এন্ড অপারেসিয়াটেড বেকাউসে ই জাস্ট রেসিভড এ দোটফুল গিফট ্থাৎ শোষ সামওয়ান ট্রুলি কনৌজ এন্ড উন্ডারস্ট্যান্ডস মে😍💝 এটা আশ্চর্যজনক যে how তারা এমন কিছু select করেছে যা ""আমি"" এবং এটি truly  আমাকে special  It's rare to find people who truly get you and this gift is a reminder that I am lucky to have such wonderful people in my life.  ऐसे लोगों को ढूंढना दुर्लभ है जो वास्तव में आपको प्राप्त करते हैं और यह उपहार एक अनुस्मारक है कि मैं भाग्यशाली हूं कि मेरे जीवन में ऐसे अद्भुत लोग हैं। "	positive
I can watch Step Brothers  (2008) like everyday.	positive
"""एक बच्चे के चेहरे पर खुशी देखने जैसा कुछ नहीं है जब वे कोई उपहार या आश्चर्य खोलते हैं। यह मेरे दिल को गर्म कर देता है और मेरा दिन बना देता है।"" Ēkaṭi upahāra khōlāra sāthē sāthē ēkaṭi śiśura cōkha uttējanāẏa ālōkita ha'ōẏā dēkhā yē kē'u hatē pārē ēmana sabacēẏē hr̥daẏagrāhī abhijñatāgulira madhyē ēkaṭi The pure joy and excitement that children show  যখন উপহার বা বিস্ময় পায় তখন তারা যে বিশুদ্ধ আনন্দ তা সত্যিই সংক্রামক। 
জব মেন কিসে ভে বাচ্চা কে ছেরে পার খুশি অর রোশানে দেখাতা হুন তো মেন হাসি বিনা না রহ সাকাতা। হান মুঝে লাইফ কি প্রকৃতিক খুশিওঁ কি ইয়াদ দিলতা হ্যায় একটি উপহার খোলার সময় একটি শিশুর মুখে আনন্দ  and excitement on a child's face "	positive
Is Billy Bob the bad santa? lol	negative
"It is very painful যখন তোমার friend job lose করে and financial support এর খোজ করে
 मेरे दोस्त को नौकरी छूटने के साथ संघर्ष करते देखना इस बात की याद दिलाता है कि एक मजबूत सपोर्ट सिस्टम होना कितना महत्वपूर्ण है। मैं हर कदम पर उनके लिए यहां हूं। মেয়ে ফ্রেন্ড'স জব লস ২ এ স্টার্ক রিমাইন্ডার অফ হাউ ফ্রাগিলি আওয়ার ইকোনমিক স্টেবিলিটি ক্যান যে. ময় হার্ট গেস আউট তো থেমে ডুরিং থিস ডিফিকাল্ট টাইম. আমার friend  এর job চলে যাওয়া আমাকে খুবই বাজে ভাবে hit করছে এতে বোঝা যাচ্ছে যে economy খুবই বাজে অবস্থা। yah jaanana mushkil hai ki jab koee dost naukaree chhootane se joojh raha ho to kya kahana chaahie, lekin main chaahata hoon ki unhen pata chale ki main unake lie yahaan hoon aur main kisee bhee tarah se unaka samarthan karoonga.
"	negative
Jenna was in Blades of Glory (2007)	neutral
The reviews were only mediocre.	neutral
तूफान के मौसम ने मुझे किनारे कर दिया है। बस अपने परिवार को खाली करना पड़ा और मुझे यह भी नहीं पता कि हम किस जगह वापस आएंगे। डर और अनिश्चितता महसूस करना hamaare kshetr mein jangal kee aag din par din vikaraal hotee ja rahee hai. hamaara pados kisee bhee samay khaalee karane ke lie alart par hai. main sab kuchh khone kee kalpana nahin kar sakata. The aftermath is almost worse than the actual quake.সাহায্য এবং সমর্থন প্রয়োজন তাই অনেক মানুষ. জাস্ট লস্ট এভরিথিং ইন এ ফ্ল্যাশ ফ্লোড । আমাদের শহরে বন্যা আমরা আগে দেখেছি তার থেকে ভিন্ন। Streets are impassable, homes are underwater, and the damage is catastrophic.	negative
Or House of Wax  (2005). Badly done but scared my kids half to death.	negative
"আজ, আমি একটি personal fitness goal 
অর্জন করেছি যার জন্য আমি কয়েক মাস ধরে কাজ করছি  and it feels amazing! দ্যা  ফিলিং  অফ ক্রসিং  দ্যাট  ফিনিশ লাইন অ্যান্ড একচিভিং এ পারসোনাল ফিটনেস  গোল  ইজ ইনক্রিডিএবল😌😌। ऐसे क्षण थे जब मैं हार मान लेना चाहता था, लेकिन मैंने खुद को याद दिलाया कि मैंने क्यों शुरुआत की और मैं किस दिशा में काम कर रहा था। I'm so proud of myself for sticking with
 it and achieving something that আমি একবার ভেবেছিলাম অসম্ভব। yah aasaan nahin tha, lekin
 yah isake laayak tha."	positive
आज संग्रहालय में एक अमूर्त कलाकृति में पेचीदा रेखाओं और आकृतियों को निहार रहा हूँ। amoort roopon aur brashastrok ke maadhyam se bhaavanaon ko jagaane kee kalaakaar kee kshamata par aashchary hota hai. Reflecting on the thought-provoking colors and গ্যালারিতে টেক্সচারের প্রতিফলন। ডিসকাসিং টি পাওয়ার অফ অ্যাবস্ট্রাক্ট আর্ট তো ট্রান্সসেন্ড বউন্ডারিয়াস এন্ড কমুনিকেটে ও আ ইউনিভার্সাল লেভেল. একটি বিমূর্ত আর্টওয়ার্কের মুখোমুখি হওয়ার রূপান্তরমূলক অভিজ্ঞতা ভাগ করে নেওয়া  that sparks curiosity and introspection.	neutral
Although Total Recall  (2012) was awful; never should remake some of these originals	negative
Nah , but i love her	positive
আপনার প্রিয় খাবারে sinking your teeth এর  অনুভূতির মতো কিছুই নেই। কখানা দিলকে রাস্তেছে হকে জাতাহে ত দিল খুস কারনে কে লিয়ে পছানদিদা খানাছে আচ্ছা কুচবি নেহি হ সাকতা रेस्तरां का जाना-पहचाना माहौल और भोजन का आराम आपको घर जैसा महसूस कराता है। The flavors and textures of the meal are even more satisfying when আপনার পছন্দের লোকেদের সাথে ভাগ করে নেওয়ার সময়  jokhon basay mon bose na kichu korte eccha kore na tkhn amr priyo resturant a ese amar priyo khabar khaoa amak shanti dey	positive
Happy easter	positive
"Nature never ceases  আমাকে বিস্মিত করা. The Northern Lights were absolutely breathtaking!""  नॉर्दर्न लाइट्स ने मुझे याद दिलाया कि दुनिया में बहुत सारी सुंदरता है। इस अविस्मरणीय अनुभव के लिए आभारी महसूस कर रहा हूं। ই'ভে অলওয়েজ বিন ফাস্সিনটেড বি টি নর্থেরন লইট্স এন্ড নাউ ্থাৎ ই'ভে সীন থেমে, ই'ম ইভেন মোর ইন যাবে অফ নেচার'স বিউটি. আমি atlast ব্যক্তিগতভাবে উত্তর আলো দেখতে পেয়েছিলাম believe  করতে পারছি না. এটি একটি dream সত্য ছিল! nordarn laits kitanee avishvasaneey theen, ise shabdon mein bayaan karana mushkil hai. yah kuchh aisa hai jise har kisee ko kam se kam ek baar anubhav karana chaahie."	positive
sure	neutral
मेरी पसंदीदा चीजों में से एक मेरी चादरें बदलना है, ताजा बिस्तर पर फिसलने जैसा कुछ नहीं है। yah aashcharyajanak hai ki aapakee chaadaren badalane ke lie kitana taaza mahasoos hota hai, yah aapakee neend ke lie minee-reeset batan jaisa hai. A tidy living space makes for a tidy mind, শীট পরিবর্তন করার এবং বিশৃঙ্খলা পরিষ্কার করার সময় টেকিং টি টাইম তো চেঞ্জ ময় শীটস এন্ড টিডি উপ ময় রুম অলওয়েজ হেল্পস মে ফিল মোর প্রোডাকটিভ এন্ড মোটিভেটেড. it's the little things that make a big difference.	neutral
It's hard to stay motivated and focused when আমার future এ uncertain भविष्य में विश्वास करना कठिन है जब सब कुछ इतना अस्थिर और अप्रत्याशित लगता है। ই'ম স্ট্রাউজাগলিং তো কমে তো টার্মস উইথ টি ফ্যাক্ট ৎ টি ফিউচার ২ নোট্ সামথিং ই ক্যান  আমার মনে হচ্ছে আমি কোনো eggshell র মধ্য দিয়ে যাচ্ছি, জানিনা future আমার জন্য কি নিয়ে আসবে। bhavishy andhakaaramay aur niraashaajanak lagata hai, kshitij par prakaash kee koee kiran nahin hai.	negative
i was surprised it wasn't boring given the premise	negative
একটি অনিশ্চিত ভবিষ্যতের বাস্তবতার মুখোমুখি হওয়া  depression   কারন হতে পারে মুঝে লাাগ রেহিহে কি মে আপনি  আনিসচিত ভাবিসসাত কো কাভি ঠিক নেহি কার পাউনগি  आगे क्या है इसके बारे में अभिभूत और अनिश्चित महसूस करना स्वाभाविक है। uncertainty and change are inevitable parts of life কিন্তু এটি জীবনকে নরক করে তোলে।.  jiboner amn akta somoy a achi jekhan a dariye vobissot ta oniscit mone hocche mittutai akta sohoj upay	negative
"I work for সমাজ  but when they আমাকে so respect দেয়  for my work I really feel so ভালো
  स्वयंसेवीकरण की सुंदरता यह है कि यह न केवल दूसरों को लाभ पहुँचाता है, बल्कि यह आपके स्वयं के जीवन को भी समृद्ध करता है। ইট'স অ্যামেজিং তো সেই টি পাওয়ার অফ ভোলানতিরিশম এন্ড টি পসিটিভ ইমপ্যাক্ট ইট হস্ ও ইন্ডিভিডুলস এন্ড কমুনিটিজ. লোকজন যখন আমার volunteer work এর জন্য যখন appreciate করে খুব ভালো লাগে
 ek aise samudaay ka hissa banane ke avasar ke lie aabhaaree hoon jo svayanseva aur seva ko mahatv deta hai.
"	positive
I hated Mother! (2017) ! I wanted to walk out but my friend forced me to stay based on the tine I forced her to see Little Man  (2006)	negative
I heard that was sad. Is that true?	negative
"The videos of the subjects are making আমার মাথা spin করছে
 एक कम दिलचस्प विषय पर एक शैक्षिक वीडियो देखना, लेकिन यह अभी भी मेरे ज्ञान में वृद्धि कर रहा है। জাস্ট বাচেদ আ টিউটোরিয়াল ও আ সাবজেক্ট ্থাৎ ইসন'ত মই ফেভরিট, বুট ইট ওয়াস ষ্টীল ইনফোরমেটিভ. এত boring একটা subject যতই video দেখি না কেন মাথায় যেন কিছুই ঢুকে না ek shaikshik veediyo dekhakar ek kam dilachasp vishay ke baare mein seekhana, aur main ab aur adhik jaanakaar mahasoos karata hoon."	neutral
Hey hey, I'm primarily interested in dramas, though I like action too	positive
bye	neutral
I heard Annabelle  (2014)   was kind of boring but I was thinking about that one	negative
I was amused by the first Daddy's Home  (2015) , but the sequel looked terrible	negative
The Help  (2011) is one of my favorites!	neutral
It is worth the watch. This malware is out of the box and is worst than a nuclear missile in my own opinion.	negative
I agree I kinda hate Woody Allen	negative
No, I was a little bit interested in it. I did liked Logan  (2017)	positive
প্রধান কখনো নিরাশ সে পারে হুন। মুঝে আমাদের পদোন্নতি কে মিথ্যা ছোড় দিয়া গয়া থা জিসকে প্রধান অধিকার যোগী থা, অর প্রধান ইয়াহ সমঝনে কে মিথ্যা সংগ্রাম কর রাহা হুন কি কিয়ন। আমি এত hard work and dedication রেখেছি, এবং তবুও মনে হয় আমার সমস্ত প্রচেষ্টা nothing ছিল। It's demotivating to think that no matter how hard I work, I might never get the প্রাপ্য স্বীকৃতি বা সুযোগ that I deserve.  यह उचित नहीं है कि कुछ लोग सिर्फ इसलिए आगे निकल जाते हैं क्योंकि वे सही लोगों को जानते हैं या उनके सही संबंध हैं। Āmi ēkhana ēta abamūlyāẏita ēbaṁ upēkṣita bōdha karachi.	negative
oh hmmm	neutral
"ই'ম ফিন্ডিং হিডিভাস্টেট এন্ডার্টব্রোকেন আফটার পিনসিং টিলসফ আবেলভেদ পেট ওর ফ্যামিলি মেম্বার। এটি জীবনের সবচেয়ে difficult experiences মধ্যে একটি যা আমরা অতিক্রম করতে পারি। It's a reminder of how important it is to লালন the time we have with our প্রিয়জন and to express our appreciation for them. मैं इस नुकसान से निपटने की पूरी कोशिश कर रहा हूं और उनकी स्मृति का सम्मान करने के तरीके ढूंढ रहा हूं, लेकिन यह एक चुनौतीपूर्ण स्थिति है। yahaan ummeed hai ki ham jo yaaden saajha karate hain aur ek-doosare ke lie hamaare pyaar mein mujhe aaraam mil sakata hai."""	negative
Oh I stay away from that movie,hate clowns	negative
I love the old classics like The Sound of Music  (1965)  and Little Shop of Horrors  (1986)	positive
Yeah don't waste your time worst Stephen King to date	negative
you too bye!	neutral
You too! Bye	neutral
What kinds of movies are you looking for today?	neutral
Hello what movies would you want to watch	neutral
The Queen  (2006)	neutral
yes I hate the super fake looking explosions and effects	negative
Any particular genre or film you'd like suggestions on?	positive
What movies do you like? Have you seen Blockers (2018)  it's a comedy	positive
I hate snow, lol	negative
i'm watching The First Wives Club (1996) right now lol	neutral
ই এম ফিলিং স গ্র্যাটফুল ফর ময় ফ্রেন্ডস বেকাউসে বে জাস্ট হদ্ এ লাফিং সেশন স হার্ড ্থাৎ ইট ব্ৰুগত টিয়ারস তো আওয়ার ইয়েস! আপনার lovable মানুষের সাথে অনিয়ন্ত্রিত lough and  আনন্দের অনুভূতির মতো কিছুই নেই। We were reminiscing about old memories and inside কৌতুকগুলির , and it was like we were transported back inসময়মতো हंसी वास्तव में सबसे अच्छी दवा है और ऐसे ही क्षण जीवन को इतना मधुर बनाते हैं main apane jeevan mein aise adbhut logon ko paakar dhany hoon jo jaanate hain ki achchha samay kaise bitaana hai. ❤🙌	positive
I love those.  Thank you.	positive
"एक सफल आयोजन की मेजबानी करना एक अविश्वसनीय अहसास है जिसके बारे में हर कोई हफ्तों तक चर्चा करता रहता है kisee kaaryakram kee yojana banaana aur usaka aayojan karana tanaavapoorn ho sakata hai, lekin jab aap sabhee ke cheharon par muskaan dekhate hain to yah sab saarthak ho jaata hai.
 When you have a clear vision and a great team to work with,তখন যে কোনও কিছুই সম্ভব। দ্য হার্ডওয়ার্ক এন্ড লং আওয়ার স্পেড অফ এন্ড আই এম গ্রেড ফুল ফর এভরিওয়ান হু হেল্প মি মেক দিস ইভেন্ট এ সাকসে।

 একটি সফল ইভেন্ট হোস্ট করা হল এমন একটি পরিবেশ তৈরি করা where people can relax, have fun, and create lasting memories."	positive
Time to refill the গাড়ি and  নিতে হবে some snacks at the gas station कामकाज के व्यस्त दिन से पहले अपनी कार में ईंधन भरना। জাস্ট আনথের ডে, অনাথের স্টপ এত টি গ্যাস স্টেশন. গ্যাস শেষ এর পথে road এ gas station পেলেই হয় apointament ke raaste mein kaar mein eendhan bharana.	neutral
